node idx,drug id,pubchem_cid,smiles
2018,DB06637,1727.0,C1=CN=CC=C1N
2019,DB06643,,
2020,DB06647,,
2021,DB06650,,
2022,DB06652,3009355.0,CC1CN(CCN1C(COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C
2023,DB06654,131682.0,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F
2024,DB06655,,
2025,DB06659,135565472.0,CCC1=C(C2=CC3=C(C(=C([N-]3)C4=C5C(C(C(=N5)C=C6C(=C(C(=N6)C=C1[N-]2)C)CC)C)(C(=C4)C(=O)OCC)CC)C)CC)C.[Cl-].[Sn+4]
2026,DB06660,104974.0,CC(=O)NC1(CCN(CC1)CCC(CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4
2027,DB06662,,
2028,DB06663,9941444.0,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN
2029,DB06670,10152654.0,CC(C)(CC(C(=O)NC1(CC1)C#N)NC(C2=CC=C(C=C2)C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F)F
2030,DB06674,,
2031,DB06678,3085218.0,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
2032,DB06679,,
2033,DB06681,,
2034,DB06683,73115.0,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F
2035,DB06684,6918314.0,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N
2036,DB06685,54677946.0,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O
2037,DB06688,,
2038,DB06690,948.0,[N-]=[N+]=O
2039,DB06691,4992.0,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
2040,DB06692,,
2041,DB06693,64715.0,CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O
2042,DB06694,5709.0,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
2043,DB06695,6445226.0,CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N
2044,DB06696,68682.0,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N
2045,DB06697,68911.0,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C
2046,DB06698,2366.0,CNCCC1=CC=CC=N1
2047,DB06699,101755083.0,CC(C)CC(C(=NC(CCCCNC(C)C)C(=O)N1CCCC1C(=NC(C)C(=N)O)O)O)N=C(C(CC2=CC=C(C=C2)NC(=N)O)N=C(C(CC3=CC=C(C=C3)NC(=O)C4CC(=NC(=N4)O)O)N=C(C(CO)N=C(C(CC5=CN=CC=C5)N=C(C(CC6=CC=C(C=C6)Cl)N=C(C(CC7=CC8=CC=CC=C8C=C7)N=C(C)O)O)O)O)O)O)O
2048,DB06700,125017.0,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
2049,DB06701,154101.0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
2050,DB06702,6918558.0,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
2051,DB06704,60860.0,C1=CC(=CC(=C1)I)CN=C(N)N
2052,DB06705,11672461.0,C1CC(CCC1OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Na+].[Na+].[Na+].[Gd+3]
2053,DB06706,22297.0,CC(CCC=C(C)C)NC
2054,DB06707,164739.0,CC(C(C1=CC(=C(C=C1)O)O)O)N
2055,DB06708,6437380.0,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O
2056,DB06709,1993.0,CC(C[N+](C)(C)C)OC(=O)C
2057,DB06710,6010.0,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C
2058,DB06711,4436.0,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
2059,DB06712,4494.0,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C
2060,DB06713,62930.0,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=NO)CCC34
2061,DB06715,4875.0,[K+].[I-]
2062,DB06716,3038498.0,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)(O)O
2063,DB06717,135413538.0,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F
2064,DB06718,25249.0,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C
2065,DB06719,,
2066,DB06721,9577124.0,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)C=NOC(C)(C)C)O
2067,DB06723,10176082.0,[OH-].[OH-].[OH-].[Al+3]
2068,DB06724,10112.0,C(=O)([O-])[O-].[Ca+2]
2069,DB06725,54690031.0,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3
2070,DB06726,71733.0,CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O
2071,DB06727,644020.0,C1CCN2CC3CC(C2C1)CN4C3CCCC4
2072,DB06728,6115.0,C1=CC=C(C=C1)N
2073,DB06729,5335.0,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
2074,DB06730,3033968.0,CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34
2075,DB06731,3058751.0,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
2076,DB06732,2361.0,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43
2077,DB06733,6436223.0,CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C
2078,DB06735,1548953.0,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
2079,DB06736,71771.0,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
2080,DB06737,5720.0,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O
2081,DB06738,10101.0,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O
2082,DB06739,2449.0,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C
2083,DB06741,6450546.0,C1=CC=C(C=C1)NC(=O)C=CC2=C(NC3=C2C(=CC(=C3)Cl)Cl)C(=O)O
2084,DB06742,,
2085,DB06748,6917976.0,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C
2086,DB06749,9898279.0,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C
2087,DB06751,1712095.0,CCOC1=C(C=C(C=C1)C=C2C3=CC(=C(C=C3CCN2)OCC)OCC)OCC
2088,DB06753,5563.0,C(C(Cl)(Cl)Cl)OP(=O)(O)O
2089,DB06754,,
2090,DB06755,5280489.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C
2091,DB06756,247.0,C[N+](C)(C)CC(=O)[O-]
2092,DB06759,,
2093,DB06761,,
2094,DB06762,4826.0,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
2095,DB06763,6324663.0,CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC
2096,DB06764,5419.0,C1CC(C2=CC=CC=C2C1)C3=NCCN3
2097,DB06766,19371515.0,CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1
2098,DB06767,518533.0,[NH4+].[Cl-]
2099,DB06769,65628.0,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O
2100,DB06770,244.0,C1=CC=C(C=C1)CO
2101,DB06771,10178705.0,C1CCN(CC(C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F
2102,DB06772,9854073.0,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
2103,DB06773,,
2104,DB06774,1548943.0,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
2105,DB06777,10133.0,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
2106,DB06779,,
2107,DB06780,5952.0,CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
2108,DB06781,443936.0,CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C
2109,DB06782,3080.0,C(C(CS)S)O
2110,DB06783,,
2111,DB06786,443943.0,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
2112,DB06787,24199.0,C[N+]1(CCN(CC1)CC(C2CCCCC2)(C3=CC=CC=C3)O)C
2113,DB06788,56927879.0,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8.CC(=O)O.CC(=O)O
2114,DB06789,169870.0,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C
2115,DB06791,71349.0,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N
2116,DB06792,168924.0,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3]
2117,DB06793,200742.0,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
2118,DB06795,3998.0,C1=CC(=CC=C1CN)S(=O)(=O)N
2119,DB06796,131704299.0,CC1=C(C(=CC(=N1)COP(=O)(O)O)CN(CCN(CC2=CC(=NC(=C2O)C)COP(=O)(O)O)CC(=O)[O-])CC(=O)[O-])O.[Mn+2]
2120,DB06797,6151.0,CCC(C)C(C)(COC(=O)N)COC(=O)N
2121,DB06799,4101.0,C1N2CN3CN1CN(C2)C3
2122,DB06800,16089915.0,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6
2123,DB06802,151075.0,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N
2124,DB06803,4477.0,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
2125,DB06804,72385.0,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO
2126,DB06807,8609.0,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O
2127,DB06809,65015.0,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3
2128,DB06810,163659.0,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
2129,DB06811,656641.0,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
2130,DB06813,148121.0,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
2131,DB06814,4969.0,CC(CC1=CC2=C(C=C1)OCO2)NCC(C3=CC(=C(C=C3)O)O)O
2132,DB06815,,
2133,DB06817,54671008.0,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
2134,DB06819,4775.0,C1=CC=C(C=C1)CCCC(=O)O
2135,DB06820,5318.0,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
2136,DB06821,5326.0,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
2137,DB06822,,
2138,DB06823,5483.0,CC(C(=O)NCC(=O)O)S
2139,DB06824,5565.0,C(CNCCNCCN)N
2140,DB06825,25074470.0,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
2141,DB06826,5311236.0,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O
2142,DB06827,3037981.0,C1C(NC(=NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(CCCN)N
2143,DB07069,450268.0,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O
2144,DB07118,5280567.0,CC1=CC(=O)OC2=C1C=CC(=C2)O
2145,DB07232,11960529.0,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
2146,DB07348,5287620.0,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O
2147,DB07374,253602.0,CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O
2148,DB07402,46937068.0,CC1=CC2=C(C=C1)N=C(N3N2C(=O)C(C3=O)CC=C)N(C)C
2149,DB07447,11302.0,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
2150,DB07477,3332.0,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O
2151,DB07565,656580.0,C1=CC(=CC=C1C(C(COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
2152,DB07615,5282230.0,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC
2153,DB07637,67532.0,C1=C(C=C(C(=C1Br)O)Br)CC(C(=O)O)N
2154,DB07706,247304.0,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)O)O
2155,DB07715,3220.0,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
2156,DB07720,854023.0,C1CC2C(CC1N2)C3=CN=C(C=C3)Cl
2157,DB07767,445858.0,COC1=C(C=CC(=C1)C=CC(=O)O)O
2158,DB07768,10204.0,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
2159,DB07780,445713.0,CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C
2160,DB07841,735.0,CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C
2161,DB07931,192197.0,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O
2162,DB07954,3758.0,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2
2163,DB07996,3542.0,CC1CNCCN1S(=O)(=O)C2=CC=CC3=C2C=CN=C3
2164,DB08059,312145.0,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C
2165,DB08162,3547.0,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
2166,DB08167,4139.0,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2
2167,DB08188,65013.0,CCOCN1C(=C(C(=O)NC1=O)C(C)C)CC2=CC=CC=C2
2168,DB08313,4122.0,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3
2169,DB08329,5356.0,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N
2170,DB08382,11516136.0,C1CN(CC1(F)F)C(=O)C2CC(CN2)N3CCN(CC3)C4=NC=CC=N4
2171,DB08399,667639.0,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O
2172,DB08437,439530.0,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O
2173,DB08439,119828.0,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C
2174,DB08455,6438583.0,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)O
2175,DB08486,122335.0,CC1=CC(=CC(=C1)NC(=O)CC2=CC=C(C=C2)OC(C)(C)C(=O)O)C
2176,DB08496,54684598.0,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
2177,DB08502,1783.0,CC(C)C1=C(N(C(=N1)COC(=O)N)CC2=CC=NC=C2)SC3=CC(=CC(=C3)Cl)Cl
2178,DB08550,123920.0,C1CNCC2=C1C=CC(=C2Cl)Cl
2179,DB08619,119202.0,CC12CCC3C(C1CCC2OC(=O)CCC(=O)O)CCC4=CC(=O)CCC34C
2180,DB08621,27200.0,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O
2181,DB08633,369976.0,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)NC(=O)CCl)OC)C
2182,DB08639,214347.0,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C
2183,DB08735,54736486.0,CC(CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O)O
2184,DB08736,54723704.0,CC(CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O)O
2185,DB08783,25111933.0,CC(C)(C)OC(=O)NC(CC1=CC=C(C=C1)C[Se](=O)O)C(=O)OC
2186,DB08794,54685524.0,CCOC(=O)C(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O
2187,DB08795,15574941.0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=[N+]=[N-])C(=O)O)C
2188,DB08797,5147.0,C1=CC=C(C(=C1)C(=O)N)O
2189,DB08798,12894.0,CC1=C(OC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
2190,DB08799,2200.0,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3
2191,DB08800,25295.0,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2
2192,DB08801,21855.0,CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C
2193,DB08802,3781.0,CC(CN1C2=CC=CC=C2SC3=C1N=CC=C3)N(C)C
2194,DB08804,9677.0,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
2195,DB08805,1548992.0,CC1=C(N=CN1)CSCCNC(=S)NC
2196,DB08806,5105.0,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2
2197,DB08807,44112.0,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3
2198,DB08808,2475.0,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O
2199,DB08810,68867.0,CCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N
2200,DB08811,5502.0,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C
2201,DB08813,,
2202,DB08814,9458.0,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O
2203,DB08815,213046.0,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O
2204,DB08816,9871419.0,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F
2205,DB08819,9868491.0,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O
2206,DB08820,16220172.0,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
2207,DB08822,135409642.0,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C
2208,DB08824,3086674.0,COC(=O)C1C2CCC(N2CCCF)CC1C3=CC=C(C=C3)I
2209,DB08826,2972.0,CC1=C(C(=O)C=CN1C)O
2210,DB08827,9853053.0,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F
2211,DB08828,24776445.0,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
2212,DB08830,440667.0,C(C(C1C(=O)C(=O)C(=O)O1)O)O
2213,DB08833,387316.0,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
2214,DB08834,9848818.0,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
2215,DB08836,443874.0,CCOC(=O)C(CCC1=CC=CC=C1)NC2CSC(CN(C2=O)CC(=O)O)C3=CC=CS3
2216,DB08837,5413.0,CC[N+](CC)(CC)CC
2217,DB08838,199.0,C(CCN=C(N)N)CN
2218,DB08839,5202.0,C1=CC2=C(C=C1O)C(=CN2)CCN
2219,DB08840,64950.0,CNC(=O)C1=CN=CC=C1
2220,DB08841,5610.0,C1=CC(=CC=C1CCN)O
2221,DB08844,1175.0,C12=C(NC(=O)N1)NC(=O)NC2=O
2222,DB08846,5281855.0,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
2223,DB08857,,
2224,DB08858,154095.0,CC(CCC(=O)NCC(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.N.N.[Cl-].[Pt+2]
2225,DB08860,5282452.0,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F
2226,DB08861,104787.0,CC1(C(C(=O)NCC(=O)NC(C(=O)NC(C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)C(CC3=CC=C(C=C3)O)N)C
2227,DB08862,,
2228,DB08864,6451164.0,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N
2229,DB08865,11626560.0,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
2230,DB08867,13559281.0,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
2231,DB08868,107970.0,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N
2232,DB08869,,
2233,DB08870,,
2234,DB08871,11354606.0,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O
2235,DB08872,9883933.0,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O
2236,DB08873,10324367.0,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C
2237,DB08874,10034073.0,CCC1C=C(C(CC=CC=C(C(=O)OC(CC=C(C=C(C1OC2C(C(C(C(O2)(C)C)OC(=O)C(C)C)O)O)C)C)C(C)O)COC3C(C(C(C(O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)C
2238,DB08875,25102847.0,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F
2239,DB08877,25126798.0,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
2240,DB08878,169371.0,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N
2241,DB08879,,
2242,DB08880,54684141.0,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
2243,DB08881,42611257.0,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
2244,DB08882,10096344.0,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
2245,DB08883,9924495.0,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4
2246,DB08884,56841043.0,[H+].[H+].CCOC1=CC=C(C=C1)CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Gd+3]
2247,DB08885,,
2248,DB08886,,
2249,DB08887,9831415.0,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC
2250,DB08889,11556711.0,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4
